id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction
FKID006376,planned,13.0469855,77.5915374,0.0,0.0,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",,construction,False,2023-11-30 22:41:19.796+00,2023-11-30 12:40:46+00,closed,yes,2023-11-30 23:35:47.730846+00,,,Nhi road cleaning work sir tw airport Hebbal down ramp,,,Bellary Road 1,High,,,,2023-11-30 22:42:51.94956+00,,1,FKUSR00005,FKUSR00009,,,,Kodigehalli,,FKKG000663,,,,,,,,Bengaluru North Corporation,North Zone 1,HebbalFlyoverJunc
FKID006401,planned,12.96067984,77.6415265,12.97301671,77.64707062,"Old Airport Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)","Sir CV Raman Hospital Road, Colony 515, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",public_event,True,2023-12-01 21:01:00.395+00,2023-12-01 12:05:46+00,closed,yes,2023-12-01 21:35:47.846159+00,,,Regarding of Lim-01 movement there will be a traffic congestion..so that take alternative routs kindly co-operate,,,Old Airport Road,High,,,,2023-12-01 21:03:51.246563+00,,1,FKUSR01721,FKUSR00001,,,,Halasur,,FKKG001609,,,,,,,,Bengaluru Central Corporation,Central Zone 1,DomlurWaterTank
FKID006420,unplanned,13.0189794,77.6560546,13.0191642,77.6555431,"MBT Road, SMR Vinay Estate, Kallumantapa, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)","MBT Road, Peddanna Reddy Layout, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",construction,True,2023-12-02 18:57:20.351+00,,closed,yes,2023-12-02 20:21:53.065189+00,,,Ring road closed due to metro work.,,,ORR North 1,High,,,,2023-12-02 18:59:01.790261+00,,1,FKUSR01450,FKUSR00009,,,,Banaswadi,,FKKG001388,,,,FKUSR01450,2023-12-02 20:21:53.064378+00,,,Bengaluru East Corporation,East Zone 2,HoramavuJunction
FKID006434,planned,12.9738007,77.6128385,0.0,0.0,"Mahatma Gandhi Road, Prestige Meridian, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,construction,False,2023-12-02 22:34:12.203+00,2023-12-09 22:37:46+00,closed,yes,2023-12-03 01:04:04.458384+00,,,[LOCATION] work progressing,,,Old Madras Road,High,,,,2023-12-02 22:37:56.858036+00,,1,FKUSR01004,FKUSR00001,,,,Ashok Nagar,,FKKG000973,,,,FKUSR01004,2023-12-03 01:04:04.45787+00,,,Bengaluru Central Corporation,Central Zone 1,WebbsCircle
FKID006440,planned,13.009805,77.5060113,0.0,0.0,"Handrihalli Main Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,construction,False,2023-12-03 00:33:29.621+00,2023-12-05 00:36:46+00,closed,yes,2023-12-05 01:35:47.589424+00,,,,,,Non-corridor,Low,,,,2023-12-03 00:37:21.278689+00,,1,FKUSR00034,FKUSR00001,,,,Peenya,,FKKG000028,,,,,,,,Bengaluru West Corporation,West Zone 1,Peenya2ndStageBusStand
FKID006459,unplanned,13.0192745,77.6554942,13.0191418,77.655922,"MBT Road, Peddanna Reddy Layout, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)","Horamavu Main Road, Another Sky by Living Walls, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",construction,True,2023-12-03 18:41:26.51+00,,active,yes,2023-12-03 18:54:36.982691+00,,,Horamavu under pass road close [LOCATION] work progress,,,ORR North 1,High,,,,2023-12-03 18:42:57.240439+00,,1,FKUSR00535,FKUSR00001,,,,Hennuru,,FKKG000524,,,,,,,,Bengaluru East Corporation,East Zone 2,HoramavuJunction
FKID006473,planned,13.0661392,77.5930153,13.0652808,77.5927897,"RK Road Number 7, Park View Layout, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)","5th Cross Road, Park View Layout, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",procession,True,2023-12-04 04:34:08.961+00,2023-12-04 06:34:46+00,closed,yes,2023-12-04 06:35:47.896959+00,,,[PERSON] ರವರ ನೇತೃತ್ವದಲ್ಲಿ ಸುಮಾರು 300 ಜನ ಪ್ರೋಸೆಷನ್ ಮಾಡುತ್ತಿದ್ದಾರೆ ಬ್ಯಾಟರಾಯನಪುರ ಹತ್ತಿರ ಏರ್ಪೋರ್ಟ್ ಕಡೆಗೆ ಸರ್ವಿಸ್ ರಸ್ತೆಯನ್ನು ಕ್ಲೋಸ್ ಮಾಡಿ ರುತ್ತೇವೆ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಆಗದಂತೆ ಮೇನ್ ರೋಡಿಗೆ ಡ್ರೈ ವರ್ಷನ್ ಮಾಡುತ್ತಿದ್ದೇವೆ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ sir,,,Bellary Road 2,High,,,,2023-12-04 04:38:36.216273+00,,1,FKUSR00005,FKUSR00001,,,,Kodigehalli,,FKKG000663,,,,,,,,Bengaluru North Corporation,North Zone 1,Batrayanapura(Amrutahalli)Junction
FKID006486,planned,12.9386484,77.6346265,0.0,0.0,"Domlur Inner Ring Road, Srinivagilu Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",,construction,False,2023-12-04 22:45:10.504+00,2023-12-09 22:48:46+00,closed,yes,2023-12-09 23:35:47.845633+00,,,"ಈಜಿಪುರ ಫ್ಲೈಓವರ್ ವರ್ಕ್ ಡೌನ್ ರಂಪ ರಿಟರ್ನಿಂಗ್ ವಾಲ್ ಕೆಲಸ ನಡೆಯಲು ರೋಡ್ ಕಟಿಂಗ್ ಮಾಡಿದ್ದೂ, ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಇರುವುದು.. ಸರ್",,,IRR(Thanisandra road),High,,,,2023-12-04 22:52:50.930048+00,,1,FKUSR00375,FKUSR00001,,,,Ashok Nagar,,FKKG000365,,,,,,,,Bengaluru Central Corporation,Central Zone 1,Srinivagilu(Ejipura)Junc
FKID006491,unplanned,12.977942,77.5451052,0.0,0.0,"G Narayana Kumar Road, Oddarapalya, Agrahara Dasarahalli, Bengaluru, Karnataka. Pin-560079 (India)",,construction,False,2023-12-05 02:19:35.633+00,,active,yes,2023-12-05 03:05:50.078356+00,,,A drainage working so slowe movement sir towards city mc circle,,,Magadi Road,High,,,,2023-12-05 02:23:17.531626+00,,1,FKUSR01769,FKUSR00001,,,,Magadi Road,,FKKG001655,,,,,,,,Bengaluru West Corporation,West Zone 2,JaiMuniRaoCircle
FKID006547,planned,12.9364185,77.6063347,0.0,0.0,"Hosur Road, Global Tech Park, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",,public_event,False,2023-12-06 21:39:34.405+00,2023-12-07 00:05:46+00,closed,yes,2023-12-07 00:35:47.738936+00,,,Ethnic day event at Christ pu university. Traffic movement from Christ University towards Dairy circle is  slow.,,,Non-corridor,Low,,,,2023-12-06 21:41:46.799524+00,,1,FKUSR00213,FKUSR00001,,,,Mico Layout,,FKKG000205,,,,,,,,Bengaluru South Corporation,South Zone 2,Marigowda-TavarkereRdJunc
FKID006579,unplanned,13.0394681,77.5897755,13.0394567,77.5897296,"Bellary Road, Khaneshumaari, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)","Bellary Road, Khaneshumaari, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",construction,True,2023-12-07 13:02:53.774+00,,active,yes,2023-12-07 13:08:49.083609+00,,,Road work going on,,,Bellary Road 1,High,,,,2023-12-07 13:04:40.45098+00,,1,FKUSR00971,FKUSR00001,,,,Hebbala,,FKKG000946,,,,,,,,Bengaluru North Corporation,North Zone 2,HebbalFlyoverJunc
FKID006581,planned,12.9364366,77.6063688,0.0,0.0,"Hosur Road, Bren Optimus, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",,public_event,False,2023-12-07 21:12:33.562+00,2023-12-08 00:12:46+00,closed,yes,2023-12-08 00:35:47.685438+00,,,Slow moving traffic from Christ University towards Dairy circle due ethnic day event,,,Non-corridor,Low,,,,2023-12-07 21:14:59.130167+00,,1,FKUSR00213,FKUSR00001,,,,Mico Layout,,FKKG000205,,,,,,,,Bengaluru South Corporation,South Zone 2,Marigowda-TavarkereRdJunc
FKID006593,planned,12.9556341,77.7155545,0.0,0.0,"HAL Airport Road, Kundanahalli Gate Junction, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2023-12-08 00:09:53.928+00,2023-12-08 06:05:46+00,closed,yes,2023-12-08 06:35:47.931147+00,,,BBMP foot path Work progress at near by kundalahalli Towords BEML lay out ITPL MAIN road traffic is slove movement sir.,,,Varthur Road,High,,,,2023-12-08 00:13:40.521551+00,,1,FKUSR00211,FKUSR00001,,,,Whitefield,,FKKG000203,,,,,,,,Bengaluru East Corporation,East Zone 1,KundanahalliGateJunc
FKID006594,planned,12.9563482,77.7148885,0.0,0.0,"ITPL Main Road, Kundanahalli Gate Junction, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2023-12-08 00:14:27.178+00,2023-12-08 06:05:46+00,closed,yes,2023-12-08 06:35:47.947364+00,,,BBMP FOOT path work progress at ITPL main Road near [LOCATION].,,,Varthur Road,High,,,,2023-12-08 00:16:09.681322+00,,1,FKUSR00211,FKUSR00001,,,,HAL Old Airport,,FKKG000203,,,,,,,,Bengaluru East Corporation,East Zone 1,KundanahalliGateJunc
FKID006620,planned,12.8993805,77.6006482,12.8995036,77.6007301,"Bannerghatta Main Road, Bilekahalli Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)","Bannerghatta Main Road, Bilekahalli Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",construction,True,2023-12-08 11:34:24.208+00,2023-12-08 19:05:46+00,closed,yes,2023-12-08 18:41:00.770675+00,,,[LOCATION] work start at [LOCATION],,,Bannerghata Road,High,,,,2023-12-08 11:38:14.076509+00,,1,FKUSR01788,FKUSR00001,,,,Mico Layout,,FKKG001674,,,,FKUSR01788,2023-12-08 18:41:00.770112+00,,,Bengaluru South Corporation,South Zone 2,BilekahalliJunc
FKID006633,planned,13.1908827,77.6457956,0.0,0.0,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",,public_event,False,2023-12-08 22:41:51.702+00,2023-12-08 22:41:46+00,closed,yes,2023-12-08 23:35:47.567619+00,,,ನಮಸ್ತೆ ಸರ್ ಚಿಕ್ಕಜಾಲ ಸಂಚಾರ ಸರಹದ್ದಿನಲ್ಲಿ ಕ್ಲಾಕ್ ಎಕ್ಸಿಟಿಕಾ ಹೋಟೆಲ್ನಲ್ಲಿ ಸುಮಾರು ವಾಹನಗಳು ಎಲ್ಲಾ ಕಡೆಯಿಂದ ಬರುತ್ತಿರುವುದರಿಂದ ಸಂಚಾರ ವಿಧಾನ ಗತಿಯಲ್ಲಿ ಹೋಗುತ್ತಿದೆ,,,Bellary Road 2,High,,,,2023-12-08 22:45:22.515424+00,,1,FKUSR01790,FKUSR00001,,,,Chikkajala,,FKKG001676,,,,,,,,,,SadahalliGateJunc(AirportRd)
FKID006635,planned,13.1906979,77.6456185,0.0,0.0,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",,public_event,False,2023-12-08 22:46:37.628+00,2023-12-09 10:46:46+00,closed,yes,2023-12-09 11:35:47.870052+00,,,ನಮಸ್ತೆ ಸರ್ ಚಿಕ್ಕಜಾಲ ಸಂಚಾರ ಸರಹದಿನಲ್ಲಿ ಕ್ಲಾಕ್ ಎಕ್ಸಿಟಿಗಾ ಹೋಟೆಲ್ನಲ್ಲಿ ಮೆಡಿಕಲ್ ಇವೆಂಟ್ ಇರುವುದರಿಂದ ಎಲ್ಲಾ ಕಡೆಯಿಂದ ವಾಹನಗಳು ಬರುತ್ತಿರುವುದರಿಂದ ಏರ್ಪೋರ್ಟ್ ರೋಡ್ ಸಾಧಳಿಗೆ ಜಂಕ್ಷನ್ ಸಂಚಾರ ನಿಧಾನಗತಿಯಲ್ಲಿ ತೆರಳುತ್ತಿದೆ,,,Bellary Road 2,High,,,,2023-12-08 22:49:45.191817+00,,1,FKUSR01790,FKUSR00001,,,,Chikkajala,,FKKG001676,,,,,,,,,,SadahalliGateJunc(AirportRd)
FKID006638,planned,13.1909322,77.6458777,0.0,0.0,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",,public_event,False,2023-12-08 23:09:48.235+00,2023-12-08 22:09:46+00,closed,yes,2023-12-08 23:35:47.578168+00,,,,,,Bellary Road 2,High,,,,2023-12-08 23:10:48.167981+00,,1,FKUSR00666,FKUSR00001,,,,Chikkajala,,FKKG000650,,,,,,,,,,SadahalliGateJunc(AirportRd)
FKID006639,planned,13.1909815,77.6460922,0.0,0.0,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",,public_event,False,2023-12-08 23:15:25.602+00,2023-12-10 22:15:46+00,closed,yes,2023-12-10 22:35:47.465361+00,,,,,,Bellary Road 2,High,,,,2023-12-08 23:16:33.909717+00,,1,FKUSR00666,FKUSR00001,,,,Chikkajala,,FKKG000650,,,,,,,,,,SadahalliGateJunc(AirportRd)
FKID006643,unplanned,12.9651619,77.5682358,0.0,0.0,"Cart Street, Jai Bheema Nagar, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",,construction,False,2023-12-09 00:00:04.456+00,,closed,yes,2023-12-09 22:09:32.496002+00,,,Test Demo,,,Mysore Road,High,,,,2023-12-09 00:00:19.629187+00,,1,FKUSR00170,FKUSR00001,,,,Chamarajpet,,FKKG000163,,,,FKUSR00170,2023-12-09 22:09:32.495231+00,,,Bengaluru Central Corporation,Central Zone 2,Dr TCM RoyanRd near AmbedkarStatue
FKID006645,planned,13.00353423,77.6195401,13.0004514,77.62026966,"Trinity, 65, ಲಾಜರ್ ರಸ್ತೆ, ಲಾಜರ್ ಬಡಾವಣೆ, ಫ್ರೇಜರ್ ಟೌನ್, ಮಾರುತಿ ಸೇವಾ ನಗರ, ಬೆಂಗಳೂರು ಉತ್ತರ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560005, India","ಲಾಜರ್ ರಸ್ತೆ, ಲಾಜರ್ ಬಡಾವಣೆ, ಫ್ರೇಜರ್ ಟೌನ್, ಪುಲಕೇಶಿ ನಗರ, ಬೆಂಗಳೂರು ಉತ್ತರ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560005, India",construction,True,2023-12-08 12:05:46+00,2024-01-22 11:35:46+00,closed,yes,2024-01-22 11:35:48.030305+00,,,White Topping work at [LOCATION].,,,Airport New South Road,High,,,,2023-12-09 00:06:21.447798+00,"[[13.003534227782838,77.6195400953293],[13.003502885592752,77.6195400953293],[13.003367069389906,77.61956155300142],[13.003231253112721,77.61960446834566],[13.00313200270931,77.619668841362],[13.003017081139971,77.61974930763246],[13.002912606939823,77.61987805366518],[13.002797685268849,77.62000143527985],[13.00271410583835,77.6200979948044],[13.002604407793084,77.62026429176332],[13.002473814818849,77.62048423290254],[13.002432025052585,77.62059152126314],[13.002343221775861,77.62070953845978],[13.002238747291983,77.62070953845978],[13.002071588026281,77.62065052986146],[13.00195144223451,77.62059152126314],[13.001773835305316,77.6204949617386],[13.001606675726432,77.6204413175583],[13.00144473977701,77.62039840221406],[13.00126713248513,77.62036621570587],[13.001173105043861,77.62032866477968],[13.001042511316342,77.62032866477968],[13.000864903736598,77.6202964782715],[13.000744757360572,77.62028038501741],[13.00045139996023,77.62026965618135]]",1,FKUSR00009,FKUSR00009,,,,Pulikeshinagar(F.Town),,,,,,,,,,Bengaluru North Corporation,North Zone 1,HennurRd-DavisRdJunction
FKID006647,planned,12.98872458,77.57410491,12.98758493,77.57230719,"Subedar Chatram Road, Nehru Nagar, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India","ಗೋವಿಂದ ವಿಟ್ಟಲ ಭಾವೆ ರಸ್ತೆ, Nehru Nagar, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",construction,True,2023-12-09 00:05:46+00,2026-11-09 11:35:46+00,active,yes,2023-12-09 00:13:49.953204+00,,,Permanent right turn is restricted from swastik junction to Sheshadripuram PS Junction.,,,Non-corridor,Low,,,,2023-12-09 00:13:49.928133+00,"[[12.988724579319346,77.57410490641826],[12.98874026251143,77.57414783687544],[12.988301132759055,77.57422833148267],[12.987893368722464,77.57430882608988],[12.987752219476935,77.57421759886837],[12.987726080718938,77.57398684766096],[12.987673803194753,77.57366486923205],[12.98766334768861,77.57344485063898],[12.987647664428549,77.57322483204587],[12.987652892181996,77.5730960406743],[12.987631981167484,77.57293505145982],[12.987611070151193,77.57265600348815],[12.987590159133143,77.57251111319509],[12.987584931378374,77.57233939136634],[12.987584931378374,77.57230719352347]]",1,FKUSR00009,FKUSR00009,,,,Sheshadripuram,,,,,,,,,,Bengaluru Central Corporation,Central Zone 2,SubedarChatramRd near SheshadripuramPS
FKID006648,planned,12.98872458,77.57410491,12.98758493,77.57230719,"Subedar Chatram Road, Nehru Nagar, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India","ಗೋವಿಂದ ವಿಟ್ಟಲ ಭಾವೆ ರಸ್ತೆ, Nehru Nagar, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",construction,True,2023-12-09 00:05:46+00,2026-11-09 11:35:46+00,active,yes,2023-12-09 00:13:54.487321+00,,,Permanent right turn is restricted from swastik junction to Sheshadripuram PS Junction.,,,Non-corridor,Low,,,,2023-12-09 00:13:54.459932+00,"[[12.988724579319346,77.57410490641826],[12.98874026251143,77.57414783687544],[12.988301132759055,77.57422833148267],[12.987893368722464,77.57430882608988],[12.987752219476935,77.57421759886837],[12.987726080718938,77.57398684766096],[12.987673803194753,77.57366486923205],[12.98766334768861,77.57344485063898],[12.987647664428549,77.57322483204587],[12.987652892181996,77.5730960406743],[12.987631981167484,77.57293505145982],[12.987611070151193,77.57265600348815],[12.987590159133143,77.57251111319509],[12.987584931378374,77.57233939136634],[12.987584931378374,77.57230719352347]]",1,FKUSR00009,FKUSR00009,,,,Sheshadripuram,,,,,,,,,,Bengaluru Central Corporation,Central Zone 2,SubedarChatramRd near SheshadripuramPS
FKID006650,planned,12.9832488,77.5605833,0.0,0.0,"Link Road, Sri Jagadguru Renukacharya Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",,public_event,False,2023-12-09 03:22:09.826+00,2023-12-09 03:22:46+00,closed,no,2023-12-09 03:35:47.61056+00,,,,,,Non-corridor,Low,,,,2023-12-09 03:23:48.651339+00,,1,FKUSR01713,FKUSR01713,,,,Rajajinagar,,FKKG001601,,,,,,,,Bengaluru West Corporation,West Zone 2,RajajinagarEntranceJunction
FKID006666,planned,12.9680759,77.6063041,0.0,0.0,"Museum Road, Shoolay Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",,public_event,False,2023-12-09 23:17:22.776+00,2023-12-09 23:20:46+00,closed,yes,2023-12-09 23:35:47.925585+00,,,BMTC electric vehicle offlode,,,Mysore Road,High,,,,2023-12-09 23:20:16.37476+00,,1,FKUSR01792,FKUSR00001,,,,Ashok Nagar,,FKKG001678,,,,,,,,Bengaluru Central Corporation,Central Zone 1,OldPoliceStation-Ashoknagar
FKID006685,unplanned,12.9282778,77.6821992,0.0,0.0,"LSI Entrance Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",,construction,False,2023-12-10 06:39:25.021+00,,closed,yes,2024-01-16 00:52:15.529757+00,,,ನಮಸ್ಕಾರ ಮೇಡಂ ದೇವರ ಬಿಚ್ನಳ್ಳಿ ಜಂಕ್ಷನ್ ಇಂದ ಏಕೋ ಸ್ಪೇಸ್ ಕಡೆಗೆ ಬರುವ ಸರ್ವಿಸ್ ರಸ್ತಯಲ್ಲಿ  ಮ್ಯಾರೇಟ್ ಹೋಟೆಲ್ ಮುಂದೆ ಬೆಸ್ಕಾಂ ನವರು ಕೇಬಲನ್ನು ಜೋಡಿಸುವ ಕಾಮಗಾರಿಯನ್ನು ಮಾಡುತ್ತಿರುತ್ತಾರೆ ಟ್ರಾಫಿಕ್ ಯಾವುದೇ ಸಮಸ್ಯೆ ಇರುವುದಿಲ್ಲ  ಮೇಡಂ,,,ORR East 1,High,,,,2023-12-10 06:43:27.139839+00,,1,FKUSR00198,FKUSR00001,,,,HAL Old Airport,,FKKG000190,,,,FKUSR00198,2024-01-16 00:52:15.529191+00,,,Bengaluru East Corporation,East Zone 1,Deverabeesanahalli-ORR Junc
FKID006696,planned,13.0416105,77.6118695,13.0416104,77.6118682,,,construction,False,2023-12-11 00:34:34.913+00,2023-12-11 10:05:46+00,closed,yes,2023-12-11 10:35:48.346187+00,,,Road work,,,ORR North 1,High,,,,2023-12-11 00:38:02.574957+00,,1,FKUSR01801,FKUSR00001,,,,K.G. Halli,,FKKG001686,,,,,,,,Bengaluru North Corporation,North Zone 1,"VeerannapalyaJunction(BEL,HO)"
FKID006703,planned,12.9062833,77.6271617,0.0,0.0,"1st Main Road, Krishna Reddy Layout, Virat Nagar, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",,procession,False,2023-12-11 05:16:09.716+00,2023-12-10 20:00:46+00,closed,yes,2023-12-11 05:35:48.022584+00,,,ಹಿಂದೂ ಸಮಾಜೋತ್ಸವ ಪ್ರಯುಕ್ತ ಜಾತ ಇರುವುದರಿಂದ ಬೊಮ್ಮನಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಇಂದ ಕೊಡಿ ಚಿಕ್ಕನಹಳ್ಳಿ ಜಂಕ್ಷನ್ ವರೆಗೂ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಟ್ರಾಫಿಕ್ ಇರುತ್ತೆ,,,Hosur Road,High,,,,2023-12-11 05:18:03.414235+00,,1,FKUSR00227,FKUSR00001,,,,Madiwala,,FKKG000219,,,,,,,,Bengaluru South Corporation,South Zone 2,Bommanahalli
FKID006716,planned,12.9831901,77.576514,0.0,0.0,"Loop Road, C Ranga Swamy Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,construction,False,2023-12-12 00:43:06.957+00,2023-12-12 06:05:46+00,closed,yes,2023-12-12 06:35:47.585068+00,,,Old [PERSON] office circle near [LOCATION] water pipeline work progressing traffic slow movment,,,Non-corridor,Low,,,,2023-12-12 00:48:22.502126+00,,1,FKUSR00860,FKUSR00001,,,,High ground,,FKKG000840,,,,,,,,Bengaluru Central Corporation,Central Zone 2,SubbannaJunction
FKID006763,planned,13.00276995,77.62205239,12.99974848,77.62079131,"Alleluia, 17/3, Davis Road, Balaji Layout, Cooke Town, Maruthi Seva Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India","Rajambal Bhavan, 21, Pottery Road, Balaji Layout, Cooke Town, Maruthi Seva Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India",construction,True,2023-12-13 21:05:46+00,2023-12-16 03:16:29.44+00,closed,yes,2023-12-16 03:16:30.072428+00,,south,Road blockage in hutchnis road,,,Airport New South Road,High,,,,2023-12-13 20:50:40.397019+00,"[[13.002769953872484,77.62205238836218],[13.0027490441312,77.6220631209765],[13.002555628940662,77.62194506221921],[13.002283801931572,77.62180553823336],[13.001949245203885,77.6216445490189],[13.001771511758841,77.62156405441166],[13.001389907167312,77.62142453042583],[13.001055349234438,77.62130647166853],[13.00062146874345,77.6211454824541],[13.000292137261955,77.62102205738965],[13.00003076275921,77.62089863232525],[12.99970665799351,77.62079667248942],[12.999748477987053,77.62079130618226]]",1,FKUSR00009,FKUSR00009,,,,Pulikeshinagar(F.Town),,,,,,,,,,Bengaluru North Corporation,North Zone 1,HennurRd-DavisRdJunction
FKID006784,planned,12.9671027,77.588061,12.9671325,77.5880883,"Sri Narsimha Rao Road, Sri Narasimharaja Square, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)","Sri Narsimha Rao Road, Sri Narasimharaja Square, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",construction,True,2023-12-14 04:51:08.445+00,2023-12-14 04:51:46+00,closed,yes,2023-12-14 05:35:48.102818+00,,,,,,Mysore Road,High,,,,2023-12-14 04:48:21.746289+00,,1,FKUSR00965,FKUSR00001,,,,Halasuru Gate,,FKKG000940,,,,,,,,Bengaluru Central Corporation,Central Zone 2,UlsoorGateJunc
FKID006792,planned,12.96707,77.6109833,0.0,0.0,"Richmond Road, Monsignor Dsouza Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",,construction,False,2023-12-14 19:16:39.845+00,2023-12-14 20:43:46+00,closed,yes,2023-12-14 21:35:47.813554+00,,,,,,Non-corridor,Low,,,,2023-12-14 19:19:09.294895+00,,1,FKUSR00068,FKUSR00001,,,,Ashok Nagar,,FKKG000062,,,,,,,,Bengaluru Central Corporation,Central Zone 1,D'SouzaCircle
FKID006806,planned,12.96111871,77.5874234,,,"New Mission Road, 560027, Sampangi Rama Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",,public_event,False,2023-12-15 01:59:46+00,2023-12-17 03:00:46+00,closed,yes,2023-12-17 03:35:47.785101+00,,south_west,test,,,Non-corridor,Low,,,,2023-12-15 01:00:21.192419+00,[],1,FKUSR00881,FKUSR00001,,,,Halasuru Gate,,,,,,,,,,Bengaluru Central Corporation,Central Zone 2,PurnimaTheaterJunc
FKID006807,planned,12.96767351,77.58722674,,,"Corporation Circle, 560002, Nagarathpete, Bengaluru, Bengaluru Urban, Karnataka, India",,protest,False,2023-12-15 01:18:02.18+00,2023-12-29 04:20:46+00,closed,yes,2023-12-15 07:35:47.856892+00,,north_east,[PERSON],,,Mysore Road,High,,,,2023-12-15 01:18:54.867355+00,[],1,FKUSR00881,FKUSR00009,,,,Halasuru Gate,,,,,,,,,,Bengaluru Central Corporation,Central Zone 2,PoliceCornerJunc
FKID006815,planned,12.9267035,77.6784255,12.926706,77.6784136,"Outer Ring Road, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)","Outer Ring Road, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",construction,True,2023-12-15 04:40:39.12+00,2023-12-15 04:40:46+00,closed,yes,2023-12-15 05:35:47.584309+00,,,Break down,,,ORR East 1,High,,,,2023-12-15 04:41:38.373752+00,,1,FKUSR01816,FKUSR00001,,,,Bellandur,,FKKG001700,,,,,,,,Bengaluru East Corporation,East Zone 1,"Bellandur Junction, Outer ring road"
